,show_id,title,keyword
122,s193,C Kkompany,"Three broke friends pose as an underworld gang for extortion, but their plan takes on a life of its own when their phony company becomes famous. Action&Adventure Comedies InternationalMovies MithunChakraborty TussharKapoor AnupamKher SachinYardi Movie"
123,s196,EMI: Liya Hai To Chukana Padega,A bank hires an enigmatic and unorthodox debt collector to recover money from four borrowers who are unable to pay their loans. Comedies Dramas InternationalMovies SanjayDutt ArjunRampal MalaikaArora SaurabhKabra Movie
124,s197,He's All That,"An influencer specializing in makeovers bets she can transform an unpopular classmate into prom king in this remake of the teen classic ""She's All That."" Comedies RomanticMovies AddisonRae TannerBuchanan RachaelLeighCook MarkWaters Movie"
125,s199,King of Boys: The Return of the King,"Alhaja Eniola Salami starts anew and sets her sights on a different position of power, fueled by revenge, regret and ruthlessness. CrimeTVShows InternationalTVShows TVDramas SolaSobowale ToniTones RichardMofe-Damijo KemiAdetiba TV Show"
126,s200,Koi Aap Sa,"Star athlete Rohan has his eye on a beautiful art student. But when his best friend Simran experiences a crisis, he drops everything to help her. Comedies Dramas InternationalMovies AftabShivdasani Natassha DipannitaSharma ParthoMitra Movie"
127,s201,Krishna Cottage,True love is put to the test when another woman comes between a pair of star-crossed young lovers in this thriller. Action&Adventure HorrorMovies InternationalMovies SohailKhan IshaKoppikar Natassha SantramVarma Movie
128,s202,Kucch To Hai,"A student tries to steal a test from a teacher's home, leaving him for dead after an accident. A string of murders may be the professor's revenge. Dramas InternationalMovies Thrillers TussharKapoor EshaDeol Natassha AnilV.Kumar,AnuragBasu Movie"
129,s203,Kyaa Kool Hai Hum,"Longtime friends Rahul and Karan head to Mumbai intent on making their dreams come true, but both men are suddenly saddled with bad luck. Comedies InternationalMovies Music&Musicals TussharKapoor RiteishDeshmukh IshaKoppikar SangeethSivan Movie"
130,s204,Kyaa Kool Hain Hum 3,"When an unlikely porn actor falls for a woman outside the industry, he employs his co-stars as a stand-in traditional family to impress her father. Comedies InternationalMovies TussharKapoor AftabShivdasani KrishnaAbhishek UmeshGhadge Movie"
131,s205,Kyaa Super Kool Hain Hum,An aspiring actor and a struggling DJ team up to pursue the ladies they love and a diamond that rightfully belongs to their oversexed dog. Comedies InternationalMovies TussharKapoor RiteishDeshmukh AnupamKher SachinYardi Movie
132,s206,Kyo Kii... Main Jhuth Nahin Bolta,The life and career of a lawyer are thrown into chaos when his son's wish magically renders him incapable of telling a lie. Comedies InternationalMovies Sci-Fi&Fantasy Govinda SushmitaSen Rambha DavidDhawan Movie
133,s207,"LSD: Love, Sex Aur Dhokha",This provocative drama examines how the voyeuristic nature of modern society affects three unusual couples in Northern India. Dramas IndependentMovies InternationalMovies NushratBharucha AnshumanJha NehaChauhan DibakarBanerjee Movie
134,s208,Mission Istaanbul: Darr Ke Aagey Jeet Hai,A television journalist makes a risky career move by accepting a job offer from a controversial Istanbul television station. Action&Adventure InternationalMovies Music&Musicals VivekOberoi ZayedKhan ShriyaSaran ApoorvaLakhia Movie
135,s209,Once Upon a Time in Mumbaai,"Mumbai's top mob boss rules the underworld with honor and compassion, but his power-hungry protégé will shake up the world of organized crime. Dramas InternationalMovies Music&Musicals AjayDevgn EmraanHashmi KanganaRanaut MilanLuthria Movie"
136,s210,Once Upon a Time in Mumbai Dobaara!,"This turbulent sequel to Once Upon a Time in Mumbai carries on the saga of the gangland don Shoaib Khan, who continues pressing for more control. Dramas InternationalMovies Music&Musicals AkshayKumar ImranKhan SonakshiSinha MilanLuthria Movie"
137,s211,Ragini MMS,A couple out to have a sensuous weekend at a house outside of Mumbai finds it rigged with surveillance cameras and occupied by an evil entity. HorrorMovies InternationalMovies KainazMotivala RajkummarRao RajatKaul PawanKripalani Movie
138,s212,Ragini MMS 2,The horror continues when Ragini's video goes viral and a sleazy director decides to make a movie about the incident in the original house. HorrorMovies InternationalMovies SunnyLeone SaahilPrem ParvinDabas BhushanPatel Movie
139,s215,SAS: Rise of the Black Swan,"A special forces operative traveling from London to Paris with his girlfriend takes action when armed, ruthless mercenaries seize control of their train. Action&Adventure InternationalMovies SamHeughan RubyRose AndySerkis MagnusMartens Movie"
140,s216,Shootout at Lokhandwala,"Based on a true story, this action film follows an incident that stunned a nation in the early 1990s. In Mumbai, India, the notorious gangster Maya holds off veteran cop Khan and a force of more than 200 policemen in a six-hour bloody gunfight. Action&Adventure Dramas InternationalMovies AmitabhBachchan SanjayDutt SunilShetty ApoorvaLakhia Movie"
141,s217,Shor In the City,"When three small-time Mumbai crooks steal a bag on a train, they find that it's filled with weapons and realize that their lives may be in danger. Comedies Dramas IndependentMovies SendhilRamamurthy TussharKapoor NikhilDwivedi RajNidimoru,KrishnaD.K. Movie"
142,s218,The Dirty Picture,"After running away from home in search of movie stardom, a village girl rises to become a prominent sex symbol. Comedies Dramas InternationalMovies VidyaBalan EmraanHashmi TussharKapoor MilanLuthria Movie"
143,s222,"Bob Ross: Happy Accidents, Betrayal & Greed",Bob Ross brought joy to millions as the world’s most famous art instructor. But a battle for his business empire cast a shadow over his happy trees. Documentaries BobRoss JoshuaRofé Movie
144,s223,Clickbait,"When family man Nick Brewer is abducted in a crime with a sinister online twist, those closest to him race to uncover who is behind it and why. CrimeTVShows TVDramas TVMysteries ZoeKazan BettyGabriel AdrianGrenier BradAnderson TV Show"
145,s228,Really Love,A rising Black painter tries to break into a competitive art world while balancing an unexpected romance with an ambitious law student. Dramas IndependentMovies RomanticMovies KofiSiriboe YoothaWong-Loi-Sing MichaelEaly AngelKristiWilliams Movie
146,s229,The November Man,"An ex-CIA agent emerges from retirement to protect an important witness, but he soon discovers that old friends can make the most dangerous enemies. Action&Adventure PierceBrosnan LukeBracey OlgaKurylenko RogerDonaldson Movie"
147,s230,The Old Ways,"A reporter visits her birthplace in Veracruz for a story about tribal culture, only to be kidnapped by locals who believe she's demonically possessed. HorrorMovies BrigitteKaliCanales AndreaCortes JuliaVera ChristopherAlender Movie"
148,s232,The Water Man,"Desperate to save his ailing mother, 11-year-old Gunner runs away from home on a quest to find a mythic figure rumored to have the power to cheat death. Children&FamilyMovies Dramas DavidOyelowo RosarioDawson LonnieChavis DavidOyelowo Movie"
149,s237,Boomika,"Paranormal activity at a lush, abandoned property alarms a group eager to redevelop the site, but the eerie events may not be as unearthly as they think. HorrorMovies InternationalMovies Thrillers AishwaryaRajesh Vidhu SuryaGanapathy RathindranRPrasad Movie"
150,s238,Boomika (Hindi),"Paranormal activity at a lush, abandoned property alarms a group eager to redevelop the site, but the eerie events may not be as unearthly as they think. HorrorMovies InternationalMovies Thrillers AishwaryaRajesh Vidhu SuryaGanapathy RathindranRPrasad Movie"
151,s239,Boomika (Malayalam),"Paranormal activity at a lush, abandoned property alarms a group eager to redevelop the site, but the eerie events may not be as unearthly as they think. HorrorMovies InternationalMovies Thrillers AishwaryaRajesh Vidhu SuryaGanapathy RathindranRPrasad Movie"
152,s240,Boomika (Telugu),"Paranormal activity at a lush, abandoned property alarms a group eager to redevelop the site, but the eerie events may not be as unearthly as they think. HorrorMovies InternationalMovies Thrillers AishwaryaRajesh Vidhu SuryaGanapathy RathindranRPrasad Movie"
153,s241,The Witcher: Nightmare of the Wolf,"Escaping from poverty to become a witcher, Vesemir slays monsters for coin and glory, but when a new menace rises, he must face the demons of his past. Action&Adventure AnimeFeatures TheoJames MaryMcDonnell LaraPulver HanKwangIl Movie"
154,s245,Gunshot,"After a clash at a protest ends in bloodshed, a forensic doctor and a journalist embark on a search for the elusive truth. Dramas InternationalMovies Thrillers AhmedElFishawy Ruby MohamedMamdouh KarimElShenawy Movie"
155,s247,Man in Love,"When he meets a debt-ridden woman who's caring for her ailing father, a debt collector with a heart of gold sets out to win her love. Dramas InternationalMovies RomanticMovies RoyChiu AnnHsu TsaiChen-nan YinChen-hao Movie"
156,s248,Sweet Girl,"He lost the love of his life to a pharmaceutical company's greed. Now his daughter is without a mother, and he's without justice. For now. Action&Adventure Dramas JasonMomoa IsabelaMerced ManuelGarcia-Rulfo BrianAndrewMendoza Movie"
157,s250,The Loud House Movie,"With his parents and all 10 sisters in tow, Lincoln Loud heads to Scotland and learns that royalty runs in the family in this global musical journey! Children&FamilyMovies Comedies Music&Musicals AsherBishop DavidTennant MichelleGomez DaveNeedham Movie"
158,s251,A Faraway Land,"In the Faroe Islands, a married woman meets a reporter filming a documentary on overseas Filipino workers, which soon sparks a complicated love story. Dramas InternationalMovies RomanticMovies PaoloContis YenSantos HansTórgarð VeronicaVelasco Movie"
159,s252,Like Crazy,A spirited exchange student and an American man fall in love in LA. But their romance faces an uphill battle when she is forced to return to England. Dramas IndependentMovies RomanticMovies AntonYelchin FelicityJones JenniferLawrence DrakeDoremus Movie
160,s253,Black Island,The dark secrets of a seemingly peaceful island threaten to swallow up an orphaned student when he grows close to a mysterious new teacher. InternationalMovies Thrillers PhilipFroissant AliceDwyer HannsZischler MiguelAlexandre Movie
161,s254,Bombay,"Years after they elope against their family’s wishes, a couple and their sons become caught in the throes of conflict in their city. Dramas InternationalMovies RomanticMovies ArvindSwamy ManishaKoirala Nasser ManiRatnam Movie"
162,s257,Nneka The Pretty Serpent,"Years after the mysterious murder of her parents, a traumatized woman gains supernatural powers that aid in her quest for revenge against the killers. Dramas InternationalMovies IdiaAisien NdidiObi KennethOkolie TosinIgho Movie"
163,s258,O Kadhal Kanmani,"It's love at first sight for a young couple repelled by the concept of marriage, but their view shifts when they meet their older-couple neighbors. Dramas InternationalMovies RomanticMovies DulquerSalmaan NithyaMenon PrakashRaj ManiRatnam Movie"
164,s259,Out of my league,"Tired of swiping through the dating scene with her besties in tow, a charming yet awkward woman with a rare genetic disorder sets her sights on love. Comedies Dramas InternationalMovies LudovicaFrancesconi GiuseppeMaggio GajaMasciale AliceFilippi Movie"
165,s260,Pahuna,"Fleeing unrest in their native Nepal, three young siblings separated from their parents must beat the odds to survive on their own in India. Comedies Dramas InternationalMovies AnmolLimbu IshikaGurung ManjuChettri PaakhiTyrewala Movie"
166,s262,The Secret Diary of an Exchange Student,"Looking to shake things up, two best friends embark on a life-changing adventure abroad as exchange students. But can they stay out of trouble? Comedies InternationalMovies RomanticMovies LarissaManoela ThatiLopes BrunoMontaleone BrunoGarotti Movie"
167,s265,Walk of Shame,"After a night of boozy carousing, a local newscaster finds herself stranded on the streets of LA just hours before the job interview of a lifetime. Comedies IndependentMovies ElizabethBanks JamesMarsden GillianJacobs SteveBrill Movie"
